x,y,labels
3.778927,8.191891,3
3.8619308,8.152441,3
3.2917755,7.0623746,3
5.602699,10.544813,3
6.6409016,7.1478877,3
4.142456,7.2401557,3
3.7172937,8.000718,3
3.7343895,7.873632,3
2.9056013,7.064064,3
7.476258,8.171806,3
6.120859,7.9798317,3
4.6714196,7.80541,3
7.511335,8.07816,3
5.6774187,5.580887,3
5.2181053,9.823465,3
5.798137,5.532867,3
6.1816607,7.9455004,3
7.2095942,10.528821,3
7.0640454,10.465807,3
6.1882286,8.313356,3
2.4457984,8.0347395,3
7.0037336,10.382588,3
5.541715,10.037175,3
7.028527,10.678798,3
5.7235527,6.7092767,3
7.1600475,10.414944,3
7.1077676,10.599929,3
5.743667,6.7351365,3
5.720641,6.731552,3
7.373297,10.17393,3
3.8551047,8.692748,3
7.300154,10.866662,3
3.9607592,8.47034,3
7.336923,10.866223,3
7.9425125,6.1858497,3
6.8988824,11.381036,3
7.9821157,6.138451,3
7.4136214,10.329618,3
7.418079,10.346232,3
7.441313,10.390056,3
7.4194813,10.264366,3
7.4676633,6.580475,3
7.304608,9.911048,3
7.45401,10.411278,3
7.45389,10.388743,3
6.196114,8.565608,3
7.5857425,6.4932985,3
7.4147196,7.813354,3
2.9621558,5.9634986,3
4.187411,10.270801,3
7.446846,7.615366,3
7.4200892,8.064624,3
7.4125366,9.690575,3
7.394959,9.436708,3
7.4799185,6.9937124,3
7.5431895,6.9110813,3
7.385344,6.999544,3
7.4008017,7.454825,3
7.4038525,7.0169177,3
6.19326,11.217547,3
7.4718513,10.371353,3
7.4102035,7.020488,3
7.38472,7.0895677,3
7.395413,7.8530707,3
7.3286963,10.368202,3
6.1889887,11.228147,3
7.585126,5.9190145,3
7.6133065,7.0219803,3
7.5457263,8.121326,3
7.383487,10.359413,3
7.5410614,7.052411,3
7.4125595,8.04721,3
7.797389,9.499074,3
6.612005,10.591852,3
7.5649643,6.844756,3
7.3281775,7.758713,3
6.5400834,5.4279466,3
7.2929354,6.0534964,3
7.9255958,6.0352435,3
6.002923,5.623276,3
5.5261574,6.3071194,3
7.440599,10.480264,3
7.8797,10.964503,3
7.422347,10.338852,3
1.8840587,8.79763,-1
6.998267,10.203594,-1
3.7159922,4.9641285,-1
-7.884207,4.228042,-1
7.9244475,9.03325,3
1.4829928,7.771408,-1
1.8160598,7.407322,3
1.8847082,8.798702,-1
7.03255,10.184306,-1
3.7138622,4.968156,-1
-7.884185,4.2280545,-1
7.93048,9.0350685,3
1.4838674,7.770818,-1
1.8085736,7.414949,3
1.8820655,8.797584,-1
6.997277,10.210936,-1
3.7165031,4.9702444,-1
-7.88421,4.228037,-1
7.9170136,9.0273,3
1.483478,7.771804,-1
1.805495,7.412907,3
1.8880919,8.797346,-1
6.9995384,10.207889,-1
3.715313,4.964745,-1
-7.884171,4.228038,-1
7.9199996,9.026506,3
1.4847687,7.7715096,-1
1.8121681,7.4128985,3
1.8886733,8.79762,-1
6.996176,10.196176,-1
3.7233093,4.9706974,-1
-7.8841686,4.228028,-1
7.9184175,9.026048,3
1.484979,7.771461,-1
1.8119144,7.4143043,3
9.241278,8.106349,0
9.102145,8.191283,0
9.236756,8.114112,0
4.256818,9.529006,3
9.026181,8.189576,0
9.226625,8.1163645,0
9.095572,8.101535,0
9.186129,8.134268,0
9.009721,8.22984,0
9.152815,8.129286,0
8.84692,6.533913,-1
9.193007,8.134653,0
8.951986,8.239616,0
9.089153,8.217168,0
9.226379,8.125485,0
9.170536,8.148125,0
9.250817,8.106607,0
9.060986,8.190129,0
9.101016,8.13809,0
9.096587,8.148861,0
9.076538,8.18102,0
9.048182,8.153476,0
2.4680023,7.936852,3
9.053178,8.092578,0
3.3750076,6.9809875,3
9.05736,8.138795,0
9.1167345,8.128428,0
5.57643,9.6353855,3
9.071185,8.193682,0
5.6849623,9.058777,3
9.090411,8.14194,0
9.050429,8.133627,0
9.070527,8.194511,0
9.137355,8.147233,0
7.34294,7.6699867,3
6.917049,7.9480624,3
9.061375,8.13878,0
9.063331,8.141401,0
9.070744,8.122622,0
9.047908,8.135904,0
7.031412,6.2515254,3
9.095011,8.17274,0
9.094395,8.145396,0
9.10117,8.134602,0
9.057294,8.198521,0
9.043961,8.127302,0
8.92054,8.068777,0
7.0605936,7.0870323,3
9.125714,8.0958805,0
9.097781,8.188333,0
9.203831,8.110556,0
9.232191,8.108539,0
9.236181,8.1130495,0
9.257672,8.103542,0
9.251814,8.106594,0
9.242862,8.110346,0
9.105871,8.033685,0
5.006407,5.7125607,3
9.067664,8.174348,0
4.9606156,5.8130245,3
9.241643,8.109436,0
9.095398,8.142574,0
9.234921,8.110013,0
9.240089,8.111291,0
9.235804,8.108616,0
9.21435,8.116742,0
9.067337,8.149032,0
6.9952235,8.257854,3
6.550462,9.572178,3
6.5476356,9.586896,3
6.5358334,9.582332,3
7.244374,8.112181,-1
6.56799,8.813478,3
6.619672,9.554381,3
6.5663385,9.574468,3
5.978436,9.314599,3
6.695436,9.707472,3
6.601548,9.590311,3
6.5670276,8.827183,3
6.585586,9.583661,3
3.7699606,11.27826,3
4.416347,7.4837847,3
4.6013618,7.5464554,3
5.0658684,7.608013,3
5.6654415,7.50719,3
4.7214527,11.329648,3
4.720215,11.393934,3
4.7384524,11.350131,3
3.906465,11.174269,3
5.489526,6.504092,3
2.7855473,11.121691,3
5.475876,8.460999,3
3.3770206,5.9681964,3
7.507308,10.398363,3
7.5764704,7.989998,3
7.537819,8.069257,3
7.575424,7.986297,3
7.57729,8.050628,3
7.5799274,8.062854,3
7.5901003,8.047232,3
7.569752,8.083235,3
6.4389234,10.852843,3
7.4778433,8.094976,3
6.2890253,8.032748,3
2.9572527,7.7406406,3
2.9663806,5.704736,3
3.0022447,5.7049284,3
7.0837483,5.375998,3
7.08542,5.4673457,3
7.077271,5.491615,3
6.9965124,5.2598014,3
3.8953722,8.279077,-1
6.0295467,11.185146,3
7.0145082,5.436234,3
6.9657984,6.1463556,3
5.5026574,11.200082,3
2.502698,7.868715,3
5.585346,5.5476875,3
5.6933236,9.088129,3
7.0183554,5.3418694,3
4.0172777,5.97251,3
3.558975,7.045866,3
6.401171,8.133337,3
4.384226,11.320116,3
4.0237536,10.712861,3
4.851627,6.908012,3
5.6355114,10.83438,3
3.628386,10.990901,3
5.427916,7.024403,3
4.4445252,7.479306,3
5.51769,7.432105,3
5.5228066,7.4082313,3
4.7139025,6.2514386,3
5.449589,8.533321,3
3.404833,5.996114,3
5.430715,5.5081115,3
5.5039954,7.2896533,3
7.3548994,6.1225553,3
5.1297936,5.499091,3
7.064954,6.1120315,3
5.3677697,6.1734204,3
5.00063,6.305787,3
5.1410046,8.415031,3
5.109454,5.4897666,3
6.0300913,5.9760537,3
5.3565664,6.684096,3
5.478384,5.4058933,3
7.0384173,6.0383186,3
5.4099793,5.343974,3
6.3467836,9.591092,3
6.223468,9.428446,3
5.2698383,5.5669208,3
7.3504996,5.962865,3
6.7802033,5.786588,3
4.7840466,9.11142,3
5.0381474,5.824769,3
5.9969416,5.67987,3
6.988899,5.980769,3
5.5498447,6.667357,3
7.428621,6.8578176,3
6.405535,11.098172,3
7.5173874,6.496384,3
7.365027,7.335404,3
7.5073195,9.69231,3
5.620296,5.474926,3
7.069095,10.636089,3
7.437461,6.824618,3
7.4231534,6.3773203,3
5.570043,5.552523,3
2.7927127,5.834879,3
7.0620255,7.2554674,3
2.9926164,5.711589,3
2.9903772,5.7374206,3
7.3439913,6.515342,3
6.9303966,5.2962165,3
6.7896385,5.203921,3
6.964075,5.638049,3
1.401689,15.213242,-1
6.8911304,5.1584883,3
6.988745,5.4073167,3
7.4372573,6.526282,3
7.0511093,5.6278443,3
4.952989,5.6715546,3
7.033859,5.4314737,3
7.107729,5.5761333,3
7.133736,5.5589232,3
6.8641453,10.725399,3
5.00576,5.6347265,3
6.991314,6.6045,3
7.0114727,6.681835,3
5.535446,5.4411616,3
5.170487,5.5394335,3
6.5018964,5.568432,3
5.539749,5.3569717,3
6.5088634,5.4729967,3
6.837852,5.995747,3
6.8008294,6.104574,3
6.704693,5.7960687,3
5.730665,5.1666446,3
5.702277,5.156412,3
5.3132377,5.6439276,3
6.944364,6.2209415,3
6.6239243,5.9982347,3
6.1119776,6.365708,3
7.2109685,7.580766,3
6.24466,6.4664497,3
7.2020264,7.7901263,3
7.219191,7.8165226,3
7.1585464,7.770351,3
7.126409,7.8623166,3
7.2457623,7.894208,3
7.174627,7.836587,3
7.181425,7.640212,3
7.0924945,7.917787,3
7.12533,7.8964343,3
7.149704,7.8068275,3
6.2745166,6.4493775,3
4.7339373,6.5090027,3
4.1439486,10.322294,3
7.0846934,7.8198633,3
7.1904454,7.6620617,3
5.1805615,5.6475463,3
7.19496,7.713618,3
4.459664,6.4674764,3
4.860967,7.717838,3
7.1025615,7.74673,3
6.1451855,6.392253,3
6.77335,6.657904,3
6.1117296,6.343924,3
7.295396,7.445199,3
5.356934,5.5119014,3
6.2225637,6.4019494,3
6.264118,6.517654,3
7.30551,10.462943,3
6.957393,10.571273,3
6.9313636,9.674932,3
6.7348,8.513852,3
3.56609,8.62882,3
6.7028728,4.9086237,3
6.626792,4.985875,3
6.3999867,4.9178042,3
6.7432055,5.1070623,3
6.704733,4.9514318,3
6.6968846,4.881478,3
7.699117,6.7239122,3
6.7173524,4.866149,3
6.3833294,5.219509,3
5.978409,4.9490767,3
2.9096637,5.8947206,3
6.624298,5.0915456,3
6.4392257,5.039118,3
6.570065,5.000104,3
2.5461247,8.128296,3
2.4336126,7.0986648,3
7.180156,6.9299664,3
4.7713428,10.584744,3
8.009949,8.314767,3
4.5189614,5.720769,3
7.648438,11.096376,3
5.8018565,11.115782,3
6.7076263,11.756695,3
6.7878013,11.8178625,3
2.9843748,6.5134625,3
7.159217,6.8505354,3
7.2400846,11.378673,3
7.8435936,11.236804,3
7.2088733,11.378685,3
7.242507,11.371745,3
7.2800703,11.364169,3
8.183561,10.660386,3
6.0633564,8.773227,3
7.652328,10.577809,3
6.5721364,9.037723,3
5.3563433,11.6244545,3
5.360836,5.2398944,3
6.3027086,8.595844,3
6.1104794,8.56574,3
3.6362474,7.06515,3
5.978693,7.0406113,3
6.7792087,8.653639,3
5.7212725,6.9605846,3
5.7130065,5.3774805,3
5.7553186,5.3882036,3
5.8999357,8.6178255,-1
7.8924117,10.005149,3
7.200367,9.405282,3
7.33966,7.870799,3
6.7148094,5.1884594,3
7.429523,7.5767956,3
6.592836,4.996079,3
6.540803,4.9400644,3
6.3244224,4.9763246,3
6.6742535,4.9316053,3
6.7747173,4.9895506,3
6.614649,4.9989424,3
6.313181,5.126106,3
7.175423,9.279165,3
7.2731223,9.427756,3
5.940815,7.4642725,3
6.0655856,7.5664296,3
6.0488625,7.5573945,3
6.0469127,7.543284,3
5.966137,7.438441,3
6.6268754,5.1548767,3
6.670496,10.939491,-1
6.0398173,7.5987587,3
6.4388566,5.803745,3
6.856791,11.086755,3
6.648812,11.0419235,3
6.8820176,5.7211795,3
6.7941384,5.654757,3
6.8920527,5.7299204,3
6.92172,5.757643,3
2.5324025,10.57215,-1
6.8932385,5.79268,3
6.35486,5.9827814,3
6.8999147,5.7670703,3
6.967943,6.0718493,3
6.496236,5.5104313,3
5.9960194,7.5677743,3
6.7428656,5.642105,3
6.7370906,5.6712523,3
6.7396483,5.754087,3
2.7663093,6.089107,3
2.9528558,10.851852,3
2.8757675,6.160858,3
6.2583065,5.678058,3
5.740523,5.933557,3
2.7546234,6.113154,3
5.379048,6.065734,3
5.51177,5.9927087,3
5.553001,5.9969783,3
5.495409,6.0640454,3
5.399401,5.959217,3
5.570316,5.9679484,3
6.2424903,5.9969034,3
2.5484815,6.179932,3
5.978283,7.447867,3
6.2593484,5.2049103,3
6.5202937,5.645155,3
3.2199516,5.763284,3
5.556972,5.906559,3
5.60883,5.9188523,3
2.3543565,7.1319184,3
3.0212233,6.095849,3
6.320691,4.9893694,3
2.999288,5.8472376,3
5.580443,5.90214,3
6.7665625,5.556192,3
2.3016686,7.2992043,3
3.19447,6.2598,3
7.0586014,8.283353,3
6.0517745,7.4894533,3
6.0063367,7.4936996,3
6.0099564,7.445093,3
5.9804916,7.516318,3
7.237503,9.472656,3
7.237117,9.348444,3
7.21462,9.396825,3
6.879884,8.817718,3
6.87062,5.9705915,3
4.902988,5.331655,3
3.343756,5.8214855,3
4.8633523,5.2599773,3
6.2196255,8.457878,3
6.5996356,5.759518,3
6.853558,6.429976,3
6.831253,6.396961,3
8.110912,6.5593777,3
7.167409,10.444021,3
7.501127,10.644501,3
7.502813,10.465964,3
7.405197,10.49194,3
7.242698,11.086586,3
6.393055,5.3089457,3
8.132532,10.3113165,3
7.583796,11.789238,3
8.016357,10.124331,3
7.4351263,10.68763,3
7.380208,10.544176,3
6.718284,5.094319,3
5.8673735,10.0928135,3
7.493835,10.439078,3
7.2620935,10.803977,3
6.6548676,4.945478,3
6.5820293,5.1787386,3
6.8816895,10.960223,3
6.471642,4.9809036,3
5.7932177,5.3089347,3
7.5090594,10.530291,3
6.5157027,5.3595796,3
6.5075145,5.2134657,3
6.383902,5.2167144,3
6.352949,4.986826,3
6.0278053,5.283772,3
6.4846964,5.0997167,3
6.1860113,5.1696515,3
6.69919,5.321133,3
6.770548,4.969411,3
6.6955957,4.932011,3
6.5652633,4.9797134,3
6.649464,4.9280605,3
6.6850877,4.938699,3
6.685362,4.906433,3
6.690827,4.9617376,3
6.561474,4.976909,3
6.659881,4.9591823,3
6.639123,5.020014,3
6.21556,5.247749,3
6.288913,5.1961894,3
6.552291,5.198526,3
6.5956836,5.3754673,3
6.1295533,11.257669,3
6.9800396,9.368954,-1
6.176564,11.261158,3
5.5808253,9.407298,3
7.5215034,7.939187,3
3.138834,6.033373,3
2.7936006,7.0831976,3
6.464901,7.557166,3
6.4762383,5.1923532,3
6.720967,4.946154,3
6.4632545,4.975101,3
6.4672885,5.0303917,3
6.5194073,5.016647,3
7.543914,10.686678,3
7.1199913,10.677097,3
6.742532,5.6987863,3
7.359769,7.4818845,3
6.6499934,4.9107356,3
6.481991,4.9537544,3
6.7046742,4.914495,3
6.736869,4.91359,3
6.703921,4.9774113,3
6.471322,4.9446273,3
6.547232,5.0028005,3
5.2665687,5.7501097,3
6.6449127,4.93558,3
6.6964645,4.8756514,3
6.581773,5.0835223,3
7.4109077,11.26145,3
8.192303,10.536243,3
6.8268704,7.909707,3
4.9663563,6.6083746,3
6.684706,5.0397506,3
5.036433,10.696659,3
4.7589936,6.5520167,3
5.862448,5.4363947,3
3.4574306,6.709654,3
6.243973,10.487818,3
4.928851,9.824662,3
4.9958277,10.567381,3
6.36552,5.0850406,3
5.3742175,5.9784155,3
2.4282744,7.374925,3
6.278198,6.187666,3
6.0482845,5.233701,3
6.106225,5.361819,3
4.490634,6.640308,3
7.119427,10.651382,3
5.4689803,7.507207,3
5.8079042,7.6793427,3
4.5213904,10.493536,3
4.392094,8.330313,3
3.3380299,10.546005,3
6.0294127,8.924559,3
7.4607816,10.899726,3
5.729526,5.4552045,3
7.674268,9.807581,3
3.2819145,8.5635395,3
5.0062385,11.83419,3
7.435979,10.635079,3
7.5454726,10.367875,3
7.968991,9.876472,3
6.0772853,8.78716,3
8.140176,10.266945,3
7.529036,11.07033,3
8.265022,10.208156,3
3.0900428,8.703535,3
7.519051,11.127305,3
7.840811,9.711718,3
7.704042,9.509505,3
7.7235594,9.66113,3
5.3666725,5.2459,3
7.782587,9.583657,3
7.7464333,9.546105,3
6.2737937,5.1226115,3
6.570872,5.390368,3
6.6629295,4.926213,3
6.9332666,5.1789174,3
7.6477304,8.995887,3
7.4491944,10.888793,3
7.599924,9.215715,3
7.2230415,11.045719,3
7.685417,9.492504,3
8.319328,10.223259,3
8.306964,10.26283,3
7.6409364,8.341106,3
3.2596369,6.471607,3
6.6286244,5.236425,3
7.698404,9.5345745,3
5.419151,5.1906447,3
4.497585,10.29229,3
3.0402265,8.125789,3
4.403301,5.975566,3
8.228269,10.205163,3
5.7044187,5.337227,3
3.935653,8.631105,3
5.2839003,5.557403,3
6.838572,8.241071,3
3.0749917,5.8176537,3
7.4821243,10.832796,3
8.188666,10.469237,3
8.151748,10.656488,3
7.577767,10.790341,3
2.7918594,9.053802,3
7.6798434,9.55122,3
8.25861,10.241395,3
7.6980414,9.522287,3
2.193434,7.0665317,3
6.8790483,8.088704,3
6.7136364,9.81711,-1
7.0649614,7.432555,3
5.719728,5.335678,3
7.618719,9.257726,3
7.2459836,10.851193,3
6.5475583,5.0412555,3
5.759072,5.3737664,3
6.8665237,5.0776434,3
7.8327107,10.9278345,3
6.382483,5.0620527,3
7.5853696,8.938098,3
2.6587775,9.194842,3
2.4031017,6.2754307,3
2.7902308,8.887112,3
4.2427473,9.0774975,3
7.0204563,6.2022066,3
2.7110205,7.369079,3
4.267431,10.926239,3
4.1121187,10.119831,3
2.5389965,9.189793,3
8.846927,6.534178,-1
7.4651384,10.767185,3
7.0377555,7.386606,3
4.2676144,6.1126194,3
7.4707985,10.676052,3
6.8514743,6.1064467,3
7.050495,7.3218207,3
3.2379313,6.4921374,3
6.8239584,8.0547695,3
7.4768662,10.671974,3
5.747054,5.1851497,3
7.4135914,10.795144,3
8.161914,10.753727,3
8.179495,10.689307,3
7.477057,10.695759,3
5.300148,5.390584,3
7.0927033,11.463966,3
5.363868,5.1663775,3
3.0722117,5.818158,3
5.587895,6.096131,3
5.754461,5.870973,3
3.220061,6.721031,3
8.064721,10.761769,3
6.8948913,6.1857486,3
5.776768,6.950976,3
5.566126,5.2668686,3
6.5659304,5.920327,3
6.8825054,6.6461487,3
6.3066597,6.1141524,3
6.650935,5.9582777,3
6.9442134,6.371356,3
6.622656,5.952119,3
6.6848016,5.9584537,3
5.8747854,6.3644557,3
6.660871,5.9480963,3
7.80118,6.8011694,3
5.7595773,9.000457,3
6.741961,8.047693,3
7.453317,6.573857,3
7.0370336,6.305887,3
7.0748973,5.522687,3
7.158207,6.742459,3
6.903445,5.7638507,3
3.809262,10.54167,3
3.914441,10.447762,3
4.110157,10.356014,3
2.8731263,7.109388,3
4.269668,11.082856,3
5.959388,11.405826,3
3.1356924,6.9249134,3
8.84664,6.534238,-1
7.476061,9.89263,3
6.037453,8.787497,3
6.655218,7.1612854,3
5.7768574,8.051791,3
3.5359886,8.475486,-1
3.690086,7.4182787,3
6.934295,6.818493,3
5.237879,7.100788,3
6.634927,7.373821,3
6.6605587,7.142125,3
7.203883,6.3068376,3
6.6670203,7.364559,3
7.2655478,6.9982634,3
4.6064453,8.002636,3
6.475174,6.1451235,3
3.1792252,6.704447,3
6.674549,7.19205,3
7.9697547,9.877434,3
6.648214,7.246928,3
6.62088,7.181506,3
6.9793105,7.9610224,3
7.7870803,10.95624,3
3.781194,8.962323,3
7.827825,10.9506445,3
2.661823,6.8442917,3
3.9403002,6.7421293,3
5.725492,5.7899303,3
7.4749413,11.769855,3
5.0178356,5.908571,3
5.7066865,11.709724,3
5.0068326,5.882939,3
5.2196193,5.6620793,3
7.363789,11.324489,3
3.5412407,6.877527,3
4.809813,6.76364,3
4.433754,11.482975,3
5.100976,6.3102393,3
4.9494915,6.7230716,3
7.0178304,11.2471,3
5.0494876,6.3622456,3
5.0836916,6.2930484,3
5.079124,5.2723484,3
5.020139,6.319303,3
4.889281,6.281932,3
4.8558745,6.4107313,3
5.033074,6.3313956,3
5.0126786,6.329419,3
4.6700897,6.622497,3
5.107122,6.4729342,3
5.6765895,8.258177,3
6.352325,11.296702,3
5.8576937,7.684113,3
5.959011,7.5944376,3
7.438437,10.624014,3
5.7879553,7.835908,-1
5.874877,7.645566,3
5.6436844,7.5322423,3
7.5607653,10.085782,3
5.6316133,7.7677145,3
5.683945,7.7728405,3
6.2909346,11.225218,3
5.867509,7.6129913,3
5.866829,7.593863,3
5.6568456,7.7695875,3
5.64695,8.073258,3
5.9828186,9.197043,3
5.7450337,8.275014,3
3.580523,6.2283874,3
6.0165896,7.543476,3
3.6848397,9.377497,3
7.646518,10.50771,3
3.6887622,9.338471,3
8.217887,10.225759,3
6.320032,8.43106,3
7.3141546,7.42812,3
7.3062854,6.871071,3
7.799224,11.07468,3
7.5441895,9.399159,3
7.7431912,10.630547,3
7.6090646,8.07476,3
7.761326,11.224652,3
7.197201,9.397062,3
7.679631,8.160047,3
6.978654,6.358709,3
2.9399693,6.0681524,3
4.3925424,8.107252,3
6.9230385,10.191214,3
6.0580306,10.192964,3
7.8794293,9.041255,3
4.500175,7.2406974,3
4.6805444,7.2185073,3
5.9899225,7.6705346,3
3.6953447,9.615999,3
4.2275624,8.150047,3
6.020472,7.853482,3
7.6780286,10.486888,3
7.195015,11.321369,3
7.286837,11.315795,3
7.050473,6.238532,3
7.206695,11.276119,3
7.666204,9.711477,3
7.896471,10.95545,3
6.833774,6.9197645,3
5.285813,7.051662,3
3.8710153,8.889594,3
7.8136053,6.236494,3
4.2022915,8.865043,3
7.3408275,9.989626,3
8.054067,10.383927,3
4.5090165,10.235265,3
5.822091,8.534448,3
2.1805856,7.1390595,3
7.735538,9.712447,3
7.6263075,11.155365,3
6.9704757,6.8191104,3
7.6167936,10.90314,3
7.8134727,9.722609,3
7.8431306,10.90553,3
7.006332,8.856953,-1
5.7919445,5.422344,3
7.269576,7.5948534,3
7.1216345,5.7307463,3
6.8377037,8.820208,-1
6.252412,5.19274,3
7.7023115,6.6452613,3
6.979821,8.6424265,-1
7.759872,6.770697,3
6.686386,5.3340807,3
7.7456956,6.769304,3
5.303608,7.093999,3
6.479104,5.227502,3
7.508408,10.379472,3
7.6185474,9.692262,3
5.7051687,11.12348,3
7.728632,6.599399,3
6.9509807,8.821148,-1
6.4524407,5.3129263,3
6.94679,8.897871,-1
6.3040624,8.889858,3
7.71555,9.7670965,3
6.25754,5.131599,3
6.482361,5.0850043,3
6.80582,8.934039,3
5.0178604,7.791346,3
8.022421,9.487136,3
7.6094046,9.469551,3
7.2002335,11.035913,3
7.4011736,6.1632266,3
7.217286,6.4166164,3
8.202351,10.279553,3
8.069847,9.982584,3
7.7004023,9.464003,3
7.5867014,9.4413395,3
8.094226,10.249843,3
7.815006,11.061735,3
7.150426,11.096082,3
7.93147,11.177464,3
7.9953938,11.18868,3
7.2316756,9.271648,3
7.9581084,11.130828,3
6.030391,4.9935184,3
3.014526,5.826386,3
7.22099,9.291766,3
7.9803395,11.204553,3
6.822669,9.063572,3
7.963501,11.193993,3
6.151197,9.003896,3
6.77399,9.008578,3
7.0831413,6.5174317,3
6.7032123,5.164032,3
7.782649,9.306465,3
5.415945,5.379278,3
5.4225283,5.3068075,3
5.9030113,5.20344,3
7.5596256,6.749493,3
7.1749167,9.312017,3
6.3349624,11.373643,3
6.622615,5.4392014,3
7.0321784,8.861093,-1
7.097106,9.017089,-1
7.2354026,9.2219095,3
7.2202687,9.247508,3
6.6822457,4.9827113,3
7.1607413,6.2317514,3
7.1435275,6.2709727,3
7.2497177,6.719027,3
7.213233,6.742942,3
6.7800875,9.048606,3
8.017131,11.235466,3
2.897849,6.019093,3
8.222224,10.362449,3
8.130653,10.615329,3
8.242185,10.6266,3
8.302256,10.409552,3
8.320372,10.397399,3
6.5437417,5.4267707,3
8.231521,10.63205,3
8.295149,10.512651,3
8.008929,10.685697,3
7.5430455,11.128287,3
7.783225,10.881128,3
7.8726826,11.033643,3
7.475414,11.141122,3
7.8109627,11.161421,3
7.586057,10.881184,3
3.1544936,7.207808,3
7.8697476,11.000235,3
7.8590565,10.965826,3
7.89468,11.13402,3
8.302025,10.452221,3
8.27595,10.420808,3
8.220471,10.63885,3
8.308228,10.426374,3
7.880659,11.11421,3
